Label,Title,Artist,Album,Genre,Year,Format,Notes
Polydor (823 777-1),A Gypsy's Kiss,Deep Purple,Perfect Strangers,Rock,1984,"Vinyl (LP, Album, Stereo)",
Polydor (823 777-1),Wasted Sunsets,Deep Purple,Perfect Strangers,Rock,1984,"Vinyl (LP, Album, Stereo)",
Polydor (823 777-1),Hungry Daze,Deep Purple,Perfect Strangers,Rock,1984,"Vinyl (LP, Album, Stereo)",
Albert Productions (APLPA 016),It's A Long Way To The Top (If You Wanna Rock 'N' Roll),AC/DC,T.N.T.,Rock,1980,"Vinyl (LP, Album, Repress)",
Albert Productions (APLPA 016),The Rock 'N' Roll Singer,AC/DC,T.N.T.,Rock,1980,"Vinyl (LP, Album, Repress)",
Albert Productions (APLPA 016),The Jack,AC/DC,T.N.T.,Rock,1980,"Vinyl (LP, Album, Repress)",
Albert Productions (APLPA 016),Live Wire,AC/DC,T.N.T.,Rock,1980,"Vinyl (LP, Album, Repress)",
Albert Productions (APLPA 016),T.N.T.,AC/DC,T.N.T.,Rock,1980,"Vinyl (LP, Album, Repress)",
Albert Productions (APLPA 016),Rocker,AC/DC,T.N.T.,Rock,1980,"Vinyl (LP, Album, Repress)",
Albert Productions (APLPA 016),Can I Sit Next To You Girl,AC/DC,T.N.T.,Rock,1980,"Vinyl (LP, Album, Repress)",
Albert Productions (APLPA 016),High Voltage,AC/DC,T.N.T.,Rock,1980,"Vinyl (LP, Album, Repress)",
Albert Productions (APLPA 016),School Days,AC/DC,T.N.T.,Rock,1980,"Vinyl (LP, Album, Repress)",
Albert Productions (APLP.053),For Those About To Rock (We Salute You),AC/DC,For Those About To Rock (We Salute You),Rock,1981,"Vinyl (LP, Album)",
Albert Productions (APLP.053),Put The Finger On You,AC/DC,For Those About To Rock (We Salute You),Rock,1981,"Vinyl (LP, Album)",
Albert Productions (APLP.053),Let's Get It Up,AC/DC,For Those About To Rock (We Salute You),Rock,1981,"Vinyl (LP, Album)",
Albert Productions (APLP.053),Inject The Venom,AC/DC,For Those About To Rock (We Salute You),Rock,1981,"Vinyl (LP, Album)",
Albert Productions (APLP.053),Snowballed,AC/DC,For Those About To Rock (We Salute You),Rock,1981,"Vinyl (LP, Album)",
Albert Productions (APLP.053),Evil Walks,AC/DC,For Those About To Rock (We Salute You),Rock,1981,"Vinyl (LP, Album)",
Albert Productions (APLP.053),C.O.D.,AC/DC,For Those About To Rock (We Salute You),Rock,1981,"Vinyl (LP, Album)",
Albert Productions (APLP.053),Breaking The Rules,AC/DC,For Those About To Rock (We Salute You),Rock,1981,"Vinyl (LP, Album)",
Albert Productions (APLP.053),Night Of The Long Knives,AC/DC,For Those About To Rock (We Salute You),Rock,1981,"Vinyl (LP, Album)",
Albert Productions (APLP.053),Spellbound,AC/DC,For Those About To Rock (We Salute You),Rock,1981,"Vinyl (LP, Album)",
Albert Productions (APLP-431066),Fly On The Wall,AC/DC,Fly On The Wall,Rock,1985,"Vinyl (LP, Album)",
Albert Productions (APLP-431066),Shake Your Foundations,AC/DC,Fly On The Wall,Rock,1985,"Vinyl (LP, Album)",
Albert Productions (APLP-431066),First Blood,AC/DC,Fly On The Wall,Rock,1985,"Vinyl (LP, Album)",
Albert Productions (APLP-431066),Danger,AC/DC,Fly On The Wall,Rock,1985,"Vinyl (LP, Album)",
Albert Productions (APLP-431066),Sink The Pink,AC/DC,Fly On The Wall,Rock,1985,"Vinyl (LP, Album)",
Albert Productions (APLP-431066),Playing With Girls,AC/DC,Fly On The Wall,Rock,1985,"Vinyl (LP, Album)",
Albert Productions (APLP-431066),Stand Up,AC/DC,Fly On The Wall,Rock,1985,"Vinyl (LP, Album)",
Albert Productions (APLP-431066),Hell Or High Water,AC/DC,Fly On The Wall,Rock,1985,"Vinyl (LP, Album)",
Albert Productions (APLP-431066),Back In Business,AC/DC,Fly On The Wall,Rock,1985,"Vinyl (LP, Album)",
Albert Productions (APLP-431066),Send For The Man,AC/DC,Fly On The Wall,Rock,1985,"Vinyl (LP, Album)",
Albert Productions (APLP.030),Rock 'N' Roll Damnation,AC/DC,Powerage,Rock,1978,"Vinyl (LP, Album, Stereo)",
Albert Productions (APLP.030),Down Payment Blues,AC/DC,Powerage,Rock,1978,"Vinyl (LP, Album, Stereo)",
Albert Productions (APLP.030),Gimme A Bullet,AC/DC,Powerage,Rock,1978,"Vinyl (LP, Album, Stereo)",
Albert Productions (APLP.030),Riff Raff,AC/DC,Powerage,Rock,1978,"Vinyl (LP, Album, Stereo)",
Albert Productions (APLP.030),Sin City,AC/DC,Powerage,Rock,1978,"Vinyl (LP, Album, Stereo)",
Albert Productions (APLP.030),Next To The Moon,AC/DC,Powerage,Rock,1978,"Vinyl (LP, Album, Stereo)",
Albert Productions (APLP.030),Gone Shootin',AC/DC,Powerage,Rock,1978,"Vinyl (LP, Album, Stereo)",
Albert Productions (APLP.030),Up To My Neck In You,AC/DC,Powerage,Rock,1978,"Vinyl (LP, Album, Stereo)",
Albert Productions (APLP.030),Kicked In The Teeth,AC/DC,Powerage,Rock,1978,"Vinyl (LP, Album, Stereo)",
Albert Productions (APLP.020),Dirty Deeds Done Dirt Cheap,AC/DC,Dirty Deeds Done Dirt Cheap,Rock,1976,"Vinyl (LP, Album)",
Albert Productions (APLP.020),Ain't No Fun (Waiting Round To Be A Millionaire),AC/DC,Dirty Deeds Done Dirt Cheap,Rock,1976,"Vinyl (LP, Album)",
Albert Productions (APLP.020),There's Gonna Be Some Rockin',AC/DC,Dirty Deeds Done Dirt Cheap,Rock,1976,"Vinyl (LP, Album)",
Albert Productions (APLP.020),Problem Child,AC/DC,Dirty Deeds Done Dirt Cheap,Rock,1976,"Vinyl (LP, Album)",
Albert Productions (APLP.020),Squealer,AC/DC,Dirty Deeds Done Dirt Cheap,Rock,1976,"Vinyl (LP, Album)",
Albert Productions (APLP.020),Big Balls,AC/DC,Dirty Deeds Done Dirt Cheap,Rock,1976,"Vinyl (LP, Album)",
Albert Productions (APLP.020),R.I.P. (Rock In Peace),AC/DC,Dirty Deeds Done Dirt Cheap,Rock,1976,"Vinyl (LP, Album)",
Albert Productions (APLP.020),Ride On,AC/DC,Dirty Deeds Done Dirt Cheap,Rock,1976,"Vinyl (LP, Album)",
Albert Productions (APLP.020),Jailbreak,AC/DC,Dirty Deeds Done Dirt Cheap,Rock,1976,"Vinyl (LP, Album)",
Albert Productions (APLP.009),Baby Please Don't Go,AC/DC,High Voltage,Rock,1981,"Vinyl (LP, Album, Repress)",
Albert Productions (APLP.009),She's Got Balls,AC/DC,High Voltage,Rock,1981,"Vinyl (LP, Album, Repress)",
Albert Productions (APLP.009),Little Lover,AC/DC,High Voltage,Rock,1981,"Vinyl (LP, Album, Repress)",
Albert Productions (APLP.009),Stick Around,AC/DC,High Voltage,Rock,1981,"Vinyl (LP, Album, Repress)",
Albert Productions (APLP.009),Soul Stripper,AC/DC,High Voltage,Rock,1981,"Vinyl (LP, Album, Repress)",
Albert Productions (APLP.009),You Ain't Got A Hold On Me,AC/DC,High Voltage,Rock,1981,"Vinyl (LP, Album, Repress)",
Albert Productions (APLP.009),Love Song,AC/DC,High Voltage,Rock,1981,"Vinyl (LP, Album, Repress)",
Albert Productions (APLP.009),Show Business,AC/DC,High Voltage,Rock,1981,"Vinyl (LP, Album, Repress)",
Albert Productions (APLP.022),Go Down,AC/DC,Let There Be Rock,"Rock, Blues",1977,"Vinyl (LP, Album)",
Albert Productions (APLP.022),Dog Eat Dog,AC/DC,Let There Be Rock,"Rock, Blues",1977,"Vinyl (LP, Album)",
Albert Productions (APLP.022),Let There Be Rock,AC/DC,Let There Be Rock,"Rock, Blues",1977,"Vinyl (LP, Album)",
Albert Productions (APLP.022),Bad Boy Boogie,AC/DC,Let There Be Rock,"Rock, Blues",1977,"Vinyl (LP, Album)",
Albert Productions (APLP.022),Overdose,AC/DC,Let There Be Rock,"Rock, Blues",1977,"Vinyl (LP, Album)",
Albert Productions (APLP.022),Crabsody In Blue,AC/DC,Let There Be Rock,"Rock, Blues",1977,"Vinyl (LP, Album)",
Albert Productions (APLP.022),Hell Ain't A Bad Place To Be,AC/DC,Let There Be Rock,"Rock, Blues",1977,"Vinyl (LP, Album)",
Albert Productions (APLP.022),Whole Lotta Rosie,AC/DC,Let There Be Rock,"Rock, Blues",1977,"Vinyl (LP, Album)",
Music For Nations (MFN 7),Hit The Lights,Metallica,Kill 'Em All,Rock,1983,"Vinyl (LP, Album)",
Music For Nations (MFN 7),The Four Horsemen,Metallica,Kill 'Em All,Rock,1983,"Vinyl (LP, Album)",
Music For Nations (MFN 7),Motorbreath,Metallica,Kill 'Em All,Rock,1983,"Vinyl (LP, Album)",
Music For Nations (MFN 7),Jump In The Fire,Metallica,Kill 'Em All,Rock,1983,"Vinyl (LP, Album)",
Music For Nations (MFN 7),(Anesthesia) Pulling Teeth,Metallica,Kill 'Em All,Rock,1983,"Vinyl (LP, Album)",
Music For Nations (MFN 7),Whiplash,Metallica,Kill 'Em All,Rock,1983,"Vinyl (LP, Album)",
Music For Nations (MFN 7),Phantom Lord,Metallica,Kill 'Em All,Rock,1983,"Vinyl (LP, Album)",
Music For Nations (MFN 7),No Remorse,Metallica,Kill 'Em All,Rock,1983,"Vinyl (LP, Album)",
Music For Nations (MFN 7),Seek & Destroy,Metallica,Kill 'Em All,Rock,1983,"Vinyl (LP, Album)",
Music For Nations (MFN 7),Metal Militia,Metallica,Kill 'Em All,Rock,1983,"Vinyl (LP, Album)",
Elektra (9 60396-1),Fight Fire With Fire,Metallica,Ride The Lightning,Rock,1984,"Vinyl (LP, Album, Reissue, Stereo)",
Elektra (9 60396-1),Ride The Lightning,Metallica,Ride The Lightning,Rock,1984,"Vinyl (LP, Album, Reissue, Stereo)",
Elektra (9 60396-1),For Whom The Bell Tolls,Metallica,Ride The Lightning,Rock,1984,"Vinyl (LP, Album, Reissue, Stereo)",
Elektra (9 60396-1),Fade To Black,Metallica,Ride The Lightning,Rock,1984,"Vinyl (LP, Album, Reissue, Stereo)",
Elektra (9 60396-1),Trapped Under Ice,Metallica,Ride The Lightning,Rock,1984,"Vinyl (LP, Album, Reissue, Stereo)",
Elektra (9 60396-1),Escape,Metallica,Ride The Lightning,Rock,1984,"Vinyl (LP, Album, Reissue, Stereo)",
Elektra (9 60396-1),Creeping Death,Metallica,Ride The Lightning,Rock,1984,"Vinyl (LP, Album, Reissue, Stereo)",
Elektra (9 60396-1),The Call Of Ktulu,Metallica,Ride The Lightning,Rock,1984,"Vinyl (LP, Album, Reissue, Stereo)",
Music For Nations (12 KUT 112),Creeping Death,Metallica,Creeping Death,Rock,1984,"Vinyl (12"", 45 RPM, EP)",
Music For Nations (12 KUT 112),Am I Evil?,Metallica,Creeping Death,Rock,1984,"Vinyl (12"", 45 RPM, EP)",
Music For Nations (12 KUT 112),Blitzkrieg,Metallica,Creeping Death,Rock,1984,"Vinyl (12"", 45 RPM, EP)",
Elektra (60812-1),Blackened,Metallica,...And Justice For All,Rock,1988,"Vinyl (LP, Album, Stereo)",
Elektra (60812-1),...And Justice For All,Metallica,...And Justice For All,Rock,1988,"Vinyl (LP, Album, Stereo)",
Elektra (60812-1),Eye Of The Beholder,Metallica,...And Justice For All,Rock,1988,"Vinyl (LP, Album, Stereo)",
Elektra (60812-1),One,Metallica,...And Justice For All,Rock,1988,"Vinyl (LP, Album, Stereo)",
Elektra (60812-1),The Shortest Straw,Metallica,...And Justice For All,Rock,1988,"Vinyl (LP, Album, Stereo)",
Elektra (60812-1),Harvester Of Sorrow,Metallica,...And Justice For All,Rock,1988,"Vinyl (LP, Album, Stereo)",
Elektra (60812-1),The Frayed Ends Of Sanity,Metallica,...And Justice For All,Rock,1988,"Vinyl (LP, Album, Stereo)",
Elektra (60812-1),To Live Is To Die,Metallica,...And Justice For All,Rock,1988,"Vinyl (LP, Album, Stereo)",
Elektra (60812-1),Dyers Eve,Metallica,...And Justice For All,Rock,1988,"Vinyl (LP, Album, Stereo)",
EMI (EMA 800),Where Eagles Dare,Iron Maiden,Piece Of Mind,Rock,1983,"Vinyl (LP, Album)",
EMI (EMA 800),Revelations,Iron Maiden,Piece Of Mind,Rock,1983,"Vinyl (LP, Album)",
EMI (EMA 800),Flight Of Icarus,Iron Maiden,Piece Of Mind,Rock,1983,"Vinyl (LP, Album)",
EMI (EMA 800),Die With Your Boots On,Iron Maiden,Piece Of Mind,Rock,1983,"Vinyl (LP, Album)",
EMI (EMA 800),The Trooper,Iron Maiden,Piece Of Mind,Rock,1983,"Vinyl (LP, Album)",
EMI (EMA 800),Still Life,Iron Maiden,Piece Of Mind,Rock,1983,"Vinyl (LP, Album)",
EMI (EMA 800),Quest For Fire,Iron Maiden,Piece Of Mind,Rock,1983,"Vinyl (LP, Album)",
EMI (EMA 800),Sun And Steel,Iron Maiden,Piece Of Mind,Rock,1983,"Vinyl (LP, Album)",
EMI (EMA 800),To Tame A Land,Iron Maiden,Piece Of Mind,Rock,1983,"Vinyl (LP, Album)",
EMI (EMC 240597),Caught Somewhere In Time,Iron Maiden,Somewhere In Time,Rock,1986,"Vinyl (LP, Album)",
EMI (EMC 240597),Wasted Years,Iron Maiden,Somewhere In Time,Rock,1986,"Vinyl (LP, Album)",
EMI (EMC 240597),Sea Of Madness,Iron Maiden,Somewhere In Time,Rock,1986,"Vinyl (LP, Album)",
EMI (EMC 240597),Heaven Can Wait,Iron Maiden,Somewhere In Time,Rock,1986,"Vinyl (LP, Album)",
EMI (EMC 240597),The Loneliness Of The Long Distance Runner,Iron Maiden,Somewhere In Time,Rock,1986,"Vinyl (LP, Album)",
EMI (EMC 240597),Stranger In A Strange Land,Iron Maiden,Somewhere In Time,Rock,1986,"Vinyl (LP, Album)",
EMI (EMC 240597),Deja-Vu,Iron Maiden,Somewhere In Time,Rock,1986,"Vinyl (LP, Album)",
EMI (EMC 240597),Alexander The Great,Iron Maiden,Somewhere In Time,Rock,1986,"Vinyl (LP, Album)",
EMI (EMC.240200),Aces High,Iron Maiden,Powerslave,Rock,1984,"Vinyl (LP, Album)",
EMI (EMC.240200),2 Minutes To Midnight,Iron Maiden,Powerslave,Rock,1984,"Vinyl (LP, Album)",
EMI (EMC.240200),Losfer Words (Big 'Orra),Iron Maiden,Powerslave,Rock,1984,"Vinyl (LP, Album)",
EMI (EMC.240200),Flash Of The Blade,Iron Maiden,Powerslave,Rock,1984,"Vinyl (LP, Album)",
EMI (EMC.240200),The Duellists,Iron Maiden,Powerslave,Rock,1984,"Vinyl (LP, Album)",
EMI (EMC.240200),Back In The Village,Iron Maiden,Powerslave,Rock,1984,"Vinyl (LP, Album)",
EMI (EMC.240200),Powerslave,Iron Maiden,Powerslave,Rock,1984,"Vinyl (LP, Album)",
EMI (EMC.240200),Rime Of The Ancient Mariner,Iron Maiden,Powerslave,Rock,1984,"Vinyl (LP, Album)",
Big Time (BTD 501),Living Eyes,Radio Birdman,Living Eyes/Radios Appear (Overseas Version),Rock,1985,"Vinyl (LP, Reissue, Compilation)",
Big Time (BTD 501),More Fun,Radio Birdman,Living Eyes/Radios Appear (Overseas Version),Rock,1985,"Vinyl (LP, Reissue, Compilation)",
Big Time (BTD 501),T P B R Combo,Radio Birdman,Living Eyes/Radios Appear (Overseas Version),Rock,1985,"Vinyl (LP, Reissue, Compilation)",
Big Time (BTD 501),455 SD,Radio Birdman,Living Eyes/Radios Appear (Overseas Version),Rock,1985,"Vinyl (LP, Reissue, Compilation)",
Big Time (BTD 501),Do The Movin' Change,Radio Birdman,Living Eyes/Radios Appear (Overseas Version),Rock,1985,"Vinyl (LP, Reissue, Compilation)",
Big Time (BTD 501),I. 94,Radio Birdman,Living Eyes/Radios Appear (Overseas Version),Rock,1985,"Vinyl (LP, Reissue, Compilation)",
Big Time (BTD 501),Iskender Time,Radio Birdman,Living Eyes/Radios Appear (Overseas Version),Rock,1985,"Vinyl (LP, Reissue, Compilation)",
Big Time (BTD 501),Burn My Eye '78,Radio Birdman,Living Eyes/Radios Appear (Overseas Version),Rock,1985,"Vinyl (LP, Reissue, Compilation)",
Big Time (BTD 501),Time To Fall,Radio Birdman,Living Eyes/Radios Appear (Overseas Version),Rock,1985,"Vinyl (LP, Reissue, Compilation)",
Big Time (BTD 501),Smith And Wesson Blues,Radio Birdman,Living Eyes/Radios Appear (Overseas Version),Rock,1985,"Vinyl (LP, Reissue, Compilation)",
Big Time (BTD 501),Crying Sun,Radio Birdman,Living Eyes/Radios Appear (Overseas Version),Rock,1985,"Vinyl (LP, Reissue, Compilation)",
Big Time (BTD 501),Breaks My Heart,Radio Birdman,Living Eyes/Radios Appear (Overseas Version),Rock,1985,"Vinyl (LP, Reissue, Compilation)",
Big Time (BTD 501),Alone In The Endzone,Radio Birdman,Living Eyes/Radios Appear (Overseas Version),Rock,1985,"Vinyl (LP, Reissue, Compilation)",
Big Time (BTD 501),Hanging On,Radio Birdman,Living Eyes/Radios Appear (Overseas Version),Rock,1985,"Vinyl (LP, Reissue, Compilation)",
Big Time (BTD 501),Radios Appear (Overseas Version),Radio Birdman,Living Eyes/Radios Appear (Overseas Version),Rock,1985,"Vinyl (LP, Reissue, Compilation)",
Big Time (BTD 501),What Gives?,Radio Birdman,Living Eyes/Radios Appear (Overseas Version),Rock,1985,"Vinyl (LP, Reissue, Compilation)",
Big Time (BTD 501),Non-Stop Girls,Radio Birdman,Living Eyes/Radios Appear (Overseas Version),Rock,1985,"Vinyl (LP, Reissue, Compilation)",
Big Time (BTD 501),Do The Pop,Radio Birdman,Living Eyes/Radios Appear (Overseas Version),Rock,1985,"Vinyl (LP, Reissue, Compilation)",
Big Time (BTD 501),Man With Golden Helmet,Radio Birdman,Living Eyes/Radios Appear (Overseas Version),Rock,1985,"Vinyl (LP, Reissue, Compilation)",
Big Time (BTD 501),Descent Into The Maelstrom,Radio Birdman,Living Eyes/Radios Appear (Overseas Version),Rock,1985,"Vinyl (LP, Reissue, Compilation)",
Big Time (BTD 501),New Race,Radio Birdman,Living Eyes/Radios Appear (Overseas Version),Rock,1985,"Vinyl (LP, Reissue, Compilation)",
Big Time (BTD 501),Aloha Steve & Danno,Radio Birdman,Living Eyes/Radios Appear (Overseas Version),Rock,1985,"Vinyl (LP, Reissue, Compilation)",
Big Time (BTD 501),Anglo Girl Desire,Radio Birdman,Living Eyes/Radios Appear (Overseas Version),Rock,1985,"Vinyl (LP, Reissue, Compilation)",
Big Time (BTD 501),Murder City Nights,Radio Birdman,Living Eyes/Radios Appear (Overseas Version),Rock,1985,"Vinyl (LP, Reissue, Compilation)",
Big Time (BTD 501),You're Gonna Miss Me,Radio Birdman,Living Eyes/Radios Appear (Overseas Version),Rock,1985,"Vinyl (LP, Reissue, Compilation)",
Big Time (BTD 501),Hand Of Law,Radio Birdman,Living Eyes/Radios Appear (Overseas Version),Rock,1985,"Vinyl (LP, Reissue, Compilation)",
Big Time (BTD 501),Hit Them Again,Radio Birdman,Living Eyes/Radios Appear (Overseas Version),Rock,1985,"Vinyl (LP, Reissue, Compilation)",
CBS (462505 1),Brown Sugar,Various,FM104 Rock Classics,"Rock, Pop, Folk, World, & Country",1988,"Vinyl (LP, Compilation)",
CBS (462505 1),Hey Joe,Various,FM104 Rock Classics,"Rock, Pop, Folk, World, & Country",1988,"Vinyl (LP, Compilation)",
CBS (462505 1),Another Brick In The Wall (Part II),Various,FM104 Rock Classics,"Rock, Pop, Folk, World, & Country",1988,"Vinyl (LP, Compilation)",
CBS (462505 1),Who Can It Be Now,Various,FM104 Rock Classics,"Rock, Pop, Folk, World, & Country",1988,"Vinyl (LP, Compilation)",
CBS (462505 1),Piano Man,Various,FM104 Rock Classics,"Rock, Pop, Folk, World, & Country",1988,"Vinyl (LP, Compilation)",
CBS (462505 1),White Room,Various,FM104 Rock Classics,"Rock, Pop, Folk, World, & Country",1988,"Vinyl (LP, Compilation)",
CBS (462505 1),Mr Tambourine Man,Various,FM104 Rock Classics,"Rock, Pop, Folk, World, & Country",1988,"Vinyl (LP, Compilation)",
CBS (462505 1),Rock The Casbah,Various,FM104 Rock Classics,"Rock, Pop, Folk, World, & Country",1988,"Vinyl (LP, Compilation)",
CBS (462505 1),Tin Soldier,Various,FM104 Rock Classics,"Rock, Pop, Folk, World, & Country",1988,"Vinyl (LP, Compilation)",
CBS (462505 1),No Secrets,Various,FM104 Rock Classics,"Rock, Pop, Folk, World, & Country",1988,"Vinyl (LP, Compilation)",
CBS (462505 1),Black Magic Woman,Various,FM104 Rock Classics,"Rock, Pop, Folk, World, & Country",1988,"Vinyl (LP, Compilation)",
CBS (462505 1),Gloria,Various,FM104 Rock Classics,"Rock, Pop, Folk, World, & Country",1988,"Vinyl (LP, Compilation)",
CBS (462505 1),You Took The Words Right Out Of My Mouth (Hot Summer Night),Various,FM104 Rock Classics,"Rock, Pop, Folk, World, & Country",1988,"Vinyl (LP, Compilation)",
CBS (462505 1),Hurricane,Various,FM104 Rock Classics,"Rock, Pop, Folk, World, & Country",1988,"Vinyl (LP, Compilation)",
Albert Productions (APLP 431067),Bad Boy For Love,Rose Tattoo,A Decade Of Rock,Rock,1986,"Vinyl (LP, Compilation)",
Albert Productions (APLP 431067),One Of The Boys,Rose Tattoo,A Decade Of Rock,Rock,1986,"Vinyl (LP, Compilation)",
Albert Productions (APLP 431067),The Butcher And Fast Eddy,Rose Tattoo,A Decade Of Rock,Rock,1986,"Vinyl (LP, Compilation)",
Albert Productions (APLP 431067),Rock'n'roll Outlaw,Rose Tattoo,A Decade Of Rock,Rock,1986,"Vinyl (LP, Compilation)",
Albert Productions (APLP 431067),Stuck On You,Rose Tattoo,A Decade Of Rock,Rock,1986,"Vinyl (LP, Compilation)",
Albert Productions (APLP 431067),Southern Stars,Rose Tattoo,A Decade Of Rock,Rock,1986,"Vinyl (LP, Compilation)",
Albert Productions (APLP 431067),Death Or Glory,Rose Tattoo,A Decade Of Rock,Rock,1986,"Vinyl (LP, Compilation)",
Albert Productions (APLP 431067),Scarred For Life,Rose Tattoo,A Decade Of Rock,Rock,1986,"Vinyl (LP, Compilation)",
Albert Productions (APLP 431067),Rock'n'roll Is King,Rose Tattoo,A Decade Of Rock,Rock,1986,"Vinyl (LP, Compilation)",
Albert Productions (APLP 431067),I Wish,Rose Tattoo,A Decade Of Rock,Rock,1986,"Vinyl (LP, Compilation)",
Albert Productions (APLP 431067),Assault And Battery,Rose Tattoo,A Decade Of Rock,Rock,1986,"Vinyl (LP, Compilation)",
Albert Productions (APLP 431067),No Secrets,Rose Tattoo,A Decade Of Rock,Rock,1986,"Vinyl (LP, Compilation)",
Albert Productions (APLP 431067),We Can't Be Beaten,Rose Tattoo,A Decade Of Rock,Rock,1986,"Vinyl (LP, Compilation)",
Albert Productions (APLP 431067),Branded,Rose Tattoo,A Decade Of Rock,Rock,1986,"Vinyl (LP, Compilation)",
EMI (PLAY 1014),Telegram Sam,T. Rex,"Solid Gold - Easy Action, 20 Golden Greats",Rock,1982,"Vinyl (LP, Compilation)",
EMI (PLAY 1014),Metal Guru,T. Rex,"Solid Gold - Easy Action, 20 Golden Greats",Rock,1982,"Vinyl (LP, Compilation)",
EMI (PLAY 1014),Get It On,T. Rex,"Solid Gold - Easy Action, 20 Golden Greats",Rock,1982,"Vinyl (LP, Compilation)",
